,id,centroid,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions,위도,경도
185,244,POINT (128.254877399525 35.16015792598543),진성면,"[[128.25211185251425, 35.15792090234393], [128.25215335342105, 35.16242911423116], [128.25764309833914, 35.162394905326835], [128.25760129459985, 35.15788669912239], [128.25211185251425, 35.15792090234393]]",7.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16015792598543,128.254877399525
186,245,POINT (128.3429888358242 35.18662741071502),이반성면,"[[128.34022000470515, 35.18439245386021], [128.3402664124652, 35.18890054937473], [128.3457578189757, 35.18886232289791], [128.3457111080141, 35.18435423373129], [128.34022000470515, 35.18439245386021]]",16.0,1.630952381,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18662741071502,128.3429888358242
187,247,POINT (127.9314304027629 35.24740353035283),수곡면,"[[127.92867064260234, 35.245159100580445], [127.92869437321637, 35.249667510443714], [127.93419031524732, 35.24964791690411], [127.9341662804255, 35.245139510292276], [127.92867064260234, 35.245159100580445]]",28.0,0.932773109,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.24740353035283,127.9314304027629
188,250,POINT (128.0517871265109 35.16576168757707),평거동,"[[128.04902687957693, 35.16351997554975], [128.0490571811062, 35.16802836526899], [128.0545475252105, 35.16800335605771], [128.05451692071614, 35.16349497049288], [128.04902687957693, 35.16351997554975]]",9391.0,15.02857143,737.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16576168757707,128.0517871265109
189,251,POINT (128.1941085411304 35.11543628501584),금곡면,"[[128.19134616583574, 35.113197820465594], [128.19138425078935, 35.117706126103], [128.19687106787364, 35.1176747055636], [128.19683268073766, 35.113166405148846], [128.19134616583574, 35.113197820465594]]",20.0,1.632183908,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11543628501584,128.1941085411304
190,252,POINT (128.2274694604305 35.16483408265412),진성면,"[[128.22470449192838, 35.1625964277695], [128.2247444875228, 35.16710466404976], [128.23023458076057, 35.167071693334165], [128.23019428225638, 35.16256346253071], [128.22470449192838, 35.1625964277695]]",11.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,35.16483408265412,128.2274694604305
191,253,POINT (128.1884323068584 35.09292599519273),금곡면,"[[128.1856708544311, 35.09068738247692], [128.18570859527316, 35.095195710268726], [128.19119391056518, 35.095164563962356], [128.19115586787416, 35.09065624134913], [128.1856708544311, 35.09068738247692]]",126.0,0.932773109,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.09292599519273,128.1884323068584
192,256,POINT (128.3373588534979 35.17314119816867),이반성면,"[[128.3345906388325, 35.17090609912307], [128.3346367126867, 35.1754142111883], [128.34012722009345, 35.17537625258458], [128.3400808432373, 35.17086814682389], [128.3345906388325, 35.17090609912307]]",47.0,1.630952381,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17314119816867,128.3373588534979
193,257,POINT (128.0186455608646 35.13434828640577),내동면,"[[128.01588728485655, 35.13210579048043], [128.0159157243225, 35.13661422792768], [128.0214039883909, 35.13659073895755], [128.02137524642174, 35.13208230541376], [128.01588728485655, 35.13210579048043]]",63.0,1.2125,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13434828640577,128.0186455608646
194,258,POINT (128.1180443632455 35.21503516691319),집현면,"[[128.11528063184645, 35.21279501811005], [128.11531465185166, 35.21730331794328], [128.12080824680376, 35.21727527184422], [128.12077392311164, 35.21276697666687], [128.11528063184645, 35.21279501811005]]",26.0,2.517241379,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21503516691319,128.1180443632455
195,259,POINT (128.298749775753 35.15536815493937),이반성면,"[[128.29598321179193, 35.15313214471457], [128.29602712554825, 35.15764031339176], [128.30151649149838, 35.15760412070702], [128.30147227499356, 35.153095958042485], [128.29598321179193, 35.15313214471457]]",42.0,1.630952381,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,35.15536815493937,128.298749775753
196,260,POINT (128.2608711216065 35.21422179049937),지수면,"[[128.25810355264662, 35.21198494881456], [128.25814546792566, 35.216493114148236], [128.26363884277433, 35.21645858777712], [128.26359662385696, 35.211950428175015], [128.25810355264662, 35.21198494881456]]",29.0,1.37254902,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21422179049937,128.2608711216065
197,262,POINT (128.2659833841145 35.17361359392013),일반성면,"[[128.2632170751679, 35.17137683843759], [128.26325920979664, 35.17588502870102], [128.26874984496874, 35.175850305039916], [128.26870740730985, 35.17134212054378], [128.2632170751679, 35.17137683843759]]",24.0,3.188679245,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17361359392013,128.2659833841145
198,263,POINT (128.0798145759164 35.24678358751752),집현면,"[[128.0770507931242, 35.24454257778535], [128.07708273689005, 35.24905088532326], [128.0825785110895, 35.24902455347175], [128.08254626315298, 35.24451625030342], [128.0770507931242, 35.24454257778535]]",53.0,2.517241379,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.24678358751752,128.0798145759164
199,264,POINT (128.084986553703 35.20167395389813),봉래동,"[[128.08222417733083, 35.199433032159234], [128.08225635373776, 35.20394136922667], [128.08774908212172, 35.20391483190985], [128.0877166022203, 35.19940649924863], [128.08222417733083, 35.199433032159234]]",1377.0,54.75,520.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20167395389813,128.084986553703
200,265,POINT (128.3430354003549 35.19113550135094),이반성면,"[[128.3402664124652, 35.18890054937473], [128.3403128305312, 35.19340864147345], [128.34580454031052, 35.19337040864803], [128.3457578189757, 35.18886232289791], [128.3402664124652, 35.18890054937473]]",16.0,1.630952381,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19113550135094,128.3430354003549
201,266,POINT (128.0462969305262 35.16578657031399),평거동,"[[128.04353683170964, 35.16354473183288], [128.04356683027234, 35.16805312566519], [128.0490571811062, 35.16802836526899], [128.04902687957693, 35.16351997554975], [128.04353683170964, 35.16354473183288]]",758.0,15.02857143,132.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16578657031399,128.0462969305262
202,267,POINT (128.3480119798334 35.14150803238823),이반성면,"[[128.34524456841945, 35.13927315420274], [128.34529117577506, 35.14378127752314], [128.35077954294655, 35.14374286595361], [128.35073263306404, 35.139234749015536], [128.34524456841945, 35.13927315420274]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14150803238823,128.3480119798334
203,268,POINT (128.3591305291233 35.15495502507787),이반성면,"[[128.35636235597107, 35.15272041662601], [128.35640959983908, 35.157228516892296], [128.3618988540784, 35.1571895888469], [128.36185130748652, 35.15268149504761], [128.35636235597107, 35.15272041662601]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15495502507787,128.3591305291233
204,272,POINT (128.1732763372235 35.25080814988033),대곡면,"[[128.1705098783678, 35.24856930529399], [128.1705470010518, 35.25307752951838], [128.17604294852688, 35.25304695033134], [128.17600552163367, 35.24853873118099], [128.1705098783678, 35.24856930529399]]",30.0,2.068181818,22.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0,35.25080814988033,128.1732763372235
205,273,POINT (128.2442268591993 35.19629149443019),사봉면,"[[128.2414603570605, 35.194054252454784], [128.24150132500822, 35.19856244835432], [128.24699351340627, 35.198528692089035], [128.24695224208367, 35.194020501794526], [128.2414603570605, 35.194054252454784]]",35.0,1.913793103,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19629149443019,128.2442268591993
206,274,POINT (128.161808754596 35.19226150413937),금산면,"[[128.15904461890054, 35.19002235052884], [128.15908102790652, 35.19453062893718], [128.16457304229817, 35.19450061374895], [128.16453632995615, 35.189992340324785], [128.15904461890054, 35.19002235052884]]",44.0,6.915492958,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19226150413937,128.161808754596
207,276,POINT (127.9643022582738 35.22924790785375),대평면,"[[127.96154222150138, 35.227004223067055], [127.96156775465427, 35.23151262632466], [127.9670624472484, 35.23149154932391], [127.96703661016512, 35.22698314956473], [127.96154222150138, 35.227004223067055]]",35.0,2.740740741,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,35.22924790785375,127.9643022582738
208,277,POINT (128.0684459704362 35.1927357356252),인사동,"[[128.06568434906285, 35.19049442605868], [128.06571560109424, 35.19500278287122], [128.07120774378265, 35.194977001540565], [128.07117618838683, 35.19046864900921], [128.06568434906285, 35.19049442605868]]",1944.0,55.16666667,559.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.1927357356252,128.0684459704362
209,278,POINT (128.1773128753604 35.0749544173479),금곡면,"[[128.17455233635835, 35.072715534447234], [128.17458944052433, 35.077223886042844], [128.18007356550442, 35.07719325637201], [128.1800361597538, 35.07268490987026], [128.17455233635835, 35.072715534447234]]",107.0,1.632183908,64.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.0749544173479,128.1773128753604
210,282,POINT (128.2050430199379 35.11086465834032),금곡면,"[[128.20228050639025, 35.10862644299534], [128.20231918711625, 35.113134741542865], [128.20780568490446, 35.11310282964893], [128.20776670206692, 35.10859453640602], [128.20228050639025, 35.10862644299534]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11086465834032,128.2050430199379
211,283,POINT (128.1723099849771 35.13359323743884),금곡면,"[[128.16954757630472, 35.13135428291473], [128.16958448528, 35.13586259545471], [128.17507254522414, 35.13583214801396], [128.17503533379062, 35.131323840533724], [128.16954757630472, 35.13135428291473]]",14.0,1.632183908,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13359323743884,128.1723099849771
212,284,POINT (128.331501439772 35.13711399837901),이반성면,"[[128.32873462305136, 35.13487873312951], [128.32878031266603, 35.13938687876136], [128.3342684081533, 35.13934921907716], [128.3342224160721, 35.13484107970308], [128.32873462305136, 35.13487873312951]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13711399837901,128.331501439772
213,285,POINT (128.1407984837246 35.31410230426391),미천면,"[[128.1380307254801, 35.3118627537506], [128.13806613277185, 35.316370959985996], [128.14356639487764, 35.31634181066507], [128.14353068241883, 35.31183360926264], [128.1380307254801, 35.3118627537506]]",0.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.31410230426391,128.1407984837246
214,286,POINT (128.040597960595 35.13425235025836),내동면,"[[128.03783909255714, 35.13201035928123], [128.0378687420274, 35.13651878086685], [128.04335698015944, 35.13649429777968], [128.04332702819173, 35.131985880262725], [128.03783909255714, 35.13201035928123]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13425235025836,128.040597960595
215,287,POINT (128.1285450811817 35.15186221480359),가좌동,"[[128.12578322998132, 35.149622263070164], [128.1258177498756, 35.15413060104003], [128.13130708407533, 35.15410212272379], [128.13127226144002, 35.14959378948536], [128.12578322998132, 35.149622263070164]]",0.0,24.4516129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15186221480359,128.1285450811817
216,289,POINT (128.0847281580531 35.16560716651846),주약동,"[[128.08196702313657, 35.163366213637254], [128.08199914243346, 35.16787457781011], [128.08748944474746, 35.16784807572953], [128.08745702249468, 35.16333971595903], [128.08196702313657, 35.163366213637254]]",11.0,48.47058824,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16560716651846,128.0847281580531
217,290,POINT (128.0082583949726 35.22907132550998),명석면,"[[128.0054971664025, 35.2268286528336], [128.0055251309622, 35.231337026944765], [128.0110197757621, 35.23131395470487], [128.01099150728257, 35.22680558442329], [128.0054971664025, 35.2268286528336]]",10.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22907132550998,128.0082583949726
218,291,POINT (128.1231246468335 35.16090724028179),호탄동,"[[128.12036263276025, 35.15866716994964], [128.1203968651118, 35.16317550582875], [128.12588681266496, 35.16314726680701], [128.12585227743628, 35.158638935619045], [128.12036263276025, 35.15866716994964]]",6.0,24.4516129,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16090724028179,128.1231246468335
219,293,POINT (128.0799108955495 35.26030848832851),집현면,"[[128.07714664570562, 35.258067490227454], [128.07717861075855, 35.262575787593335], [128.08267529787528, 35.26254944263022], [128.0826430284491, 35.25804114963534], [128.07714664570562, 35.258067490227454]]",42.0,2.517241379,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.26030848832851,128.0799108955495
220,295,POINT (128.0520919950032 35.2108453947565),유곡동,"[[128.04933019787904, 35.208603720406], [128.04936056677099, 35.213112076269255], [128.05485394422874, 35.213087025489116], [128.05482327169827, 35.20857867378478], [128.04933019787904, 35.208603720406]]",38.0,19.77777778,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.2108453947565,128.0520919950032
221,296,POINT (128.3103097423081 35.21390098636656),사봉면,"[[128.30754085042594, 35.211665292607776], [128.3075854983739, 35.216173404868165], [128.31307878641388, 35.21613663553329], [128.3130338348468, 35.21162852937677], [128.30754085042594, 35.211665292607776]]",13.0,1.913793103,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21390098636656,128.3103097423081
222,297,POINT (128.1015640000977 35.21511817665871),장재동,"[[128.09880071299935, 35.21287764713897], [128.09883382193388, 35.21738596069165], [128.1043274393493, 35.217358662368085], [128.1042940267229, 35.212850353347186], [128.09880071299935, 35.21287764713897]]",225.0,10.35897436,96.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21511817665871,128.1015640000977
223,298,POINT (128.2985735934849 35.13733546497016),일반성면,"[[128.29580765424586, 35.13509943591936], [128.2958515290148, 35.139607618230755], [128.30133968437417, 35.13957144959267], [128.3012955071255, 35.13506327329132], [128.29580765424586, 35.13509943591936]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13733546497016,128.2985735934849
224,299,POINT (128.0684145702089 35.18822737925615),신안동,"[[128.0656531039705, 35.18598606585906], [128.06568434906285, 35.19049442605868], [128.07117618838683, 35.19046864900921], [128.0711446399974, 35.18596029309031], [128.0656531039705, 35.18598606585906]]",1600.0,59.2,462.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18822737925615,128.0684145702089
225,300,POINT (127.903705710144 35.19790550233247),수곡면,"[[127.90094839589305, 35.19566040557477], [127.90097055126598, 35.20016886821588], [127.90646317633714, 35.20015055604998], [127.90644071749294, 35.19564209644961], [127.90094839589305, 35.19566040557477]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19790550233247,127.903705710144
226,301,POINT (128.177461961398 35.09298778641432),금곡면,"[[128.17470080247222, 35.09074892047506], [128.17473793961088, 35.09525725850027], [128.1802232715994, 35.095226608448435], [128.18018583260812, 35.09071827551931], [128.17470080247222, 35.09074892047506]]",8.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.09298778641432,128.177461961398
227,303,POINT (128.2827573941979 35.20506541761463),사봉면,"[[128.2799895500624, 35.20282907662051], [128.2800326607325, 35.207337225598515], [128.28552539048124, 35.20730171413389], [128.28548197631596, 35.202793571051636], [128.2799895500624, 35.20282907662051]]",43.0,1.913793103,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20506541761463,128.2827573941979
228,304,POINT (128.1616625768283 35.17422837329518),금곡면,"[[128.1588990636985, 35.171989202941646], [128.15893544037934, 35.17649749493113], [128.16442624183063, 35.17646749967638], [128.164389562083, 35.17195921266893], [128.1588990636985, 35.171989202941646]]",9.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17422837329518,128.1616625768283
229,305,POINT (128.0518480460618 35.17477845609802),평거동,"[[128.04908748936506, 35.172536751603495], [128.04911780435498, 35.17704513455306], [128.05460875459124, 35.17702011703162], [128.05457813650168, 35.172511738237354], [128.04908748936506, 35.172536751603495]]",16.0,58.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17477845609802,128.0518480460618
230,306,POINT (128.1941467814211 35.11994458634734),금곡면,"[[128.19138425078935, 35.117706126103], [128.19142234420107, 35.12221442834468], [128.19690946353478, 35.122183002582055], [128.19687106787364, 35.1176747055636], [128.19138425078935, 35.117706126103]]",9.0,1.632183908,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11994458634734,128.1941467814211
231,307,POINT (128.183700608561 35.18312294310662),금곡면,"[[128.18093619432491, 35.180884289084325], [128.1809737999596, 35.18539255410315], [128.18646517474446, 35.18536155306005], [128.18642726591565, 35.18085329318968], [128.18093619432491, 35.180884289084325]]",0.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18312294310662,128.183700608561
232,308,POINT (128.1008340473981 35.11593450794037),정촌면,"[[128.09807417344246, 35.11369389142903], [128.09810712102308, 35.11820227953649], [128.10359407276894, 35.118175080798295], [128.10356082297633, 35.11366669721182], [128.09807417344246, 35.11369389142903]]",86.0,4.276923077,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11593450794037,128.1008340473981
233,309,POINT (128.1122126105064 35.16997989504803),상평동,"[[128.10945058132543, 35.167739579338594], [128.10948422285517, 35.17224791769636], [128.11497479150887, 35.17222016697737], [128.11494084696406, 35.167711833229106], [128.10945058132543, 35.167739579338594]]",1348.0,32.45454545,361.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16997989504803,128.1122126105064
234,310,POINT (128.0903812643885 35.18812228765008),칠암동,"[[128.08761920577956, 35.18588148092972], [128.08765166405084, 35.19038982375837], [128.093143474945, 35.1903630506441], [128.093110713383, 35.18585471226157], [128.08761920577956, 35.18588148092972]]",1333.0,48.47058824,438.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18812228765008,128.0903812643885
235,312,POINT (128.227429317838 35.16032584740809),진성면,"[[128.2246645052142, 35.15808818808805], [128.22470449192838, 35.1625964277695], [128.23019428225638, 35.16256346253071], [128.2301539926997, 35.15805522832548], [128.2246645052142, 35.15808818808805]]",35.0,1.607594937,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16032584740809,128.227429317838
236,313,POINT (128.1723841218479 35.14260985067666),금곡면,"[[128.1696214024522, 35.14037090460038], [128.16965832782316, 35.14487921035152], [128.17514699288526, 35.144848752789635], [128.17510976492173, 35.14034045209932], [128.1696214024522, 35.14037090460038]]",21.0,4.13253012,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,35.14260985067666,128.1723841218479
237,314,POINT (128.0574311810179 35.18827843107773),이현동,"[[128.05467001117145, 35.18603686446324], [128.05470064966508, 35.19054523310023], [128.06019250279982, 35.190519954089346], [128.06016156100608, 35.186011589650384], [128.05467001117145, 35.18603686446324]]",1404.0,19.77777778,332.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18827843107773,128.0574311810179
238,316,POINT (128.1123816695292 35.19252153294765),하대동,"[[128.10961886370333, 35.1902812372242], [128.1096525426059, 35.19478955862938], [128.11514462734436, 35.1947617848553], [128.11511064509017, 35.190253468062146], [128.10961886370333, 35.1902812372242]]",1075.0,63.45454545,264.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,35.19252153294765,128.1123816695292
239,317,POINT (128.0629539759615 35.19276139029557),이현동,"[[128.06019250279982, 35.190519954089346], [128.06022345146528, 35.19502831514171], [128.06571560109424, 35.19500278287122], [128.06568434906285, 35.19049442605868], [128.06019250279982, 35.190519954089346]]",2372.0,19.77777778,644.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0.0,35.19276139029557,128.0629539759615
240,318,POINT (128.3426166915689 35.15056256266695),이반성면,"[[128.3398491133628, 35.14832756679952], [128.33989543875776, 35.15283568963318], [128.3453844215395, 35.15279751392032], [128.34533779348095, 35.14828939742907], [128.3398491133628, 35.14832756679952]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15056256266695,128.3426166915689
241,319,POINT (128.0466894474121 35.22439537739027),명석면,"[[128.0439273331052, 35.22215358762357], [128.04395741839264, 35.22666193744517], [128.0494517139195, 35.226637123538346], [128.04942132478973, 35.222128777835614], [128.0439273331052, 35.22215358762357]]",15.0,1.79245283,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22439537739027,128.0466894474121
242,320,POINT (128.172161809976 35.11555997023086),금곡면,"[[128.16940002233653, 35.11332099881555], [128.16943689854222, 35.11782932493084], [128.17492374905632, 35.1177988977258], [128.1748865706609, 35.11329057666807], [128.16940002233653, 35.11332099881555]]",11.0,1.632183908,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11555997023086,128.172161809976
243,321,POINT (128.1891537713388 35.17858356119369),금곡면,"[[128.18638936550377, 35.176345029921364], [128.18642726591565, 35.18085329318968], [128.19191832908945, 35.180822048383746], [128.19188012555256, 35.17631379030469], [128.18638936550377, 35.176345029921364]]",9.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17858356119369,128.1891537713388
244,323,POINT (128.1068897327286 35.19254917990028),하대동,"[[128.10412707483863, 35.19030875737594], [128.1041604503879, 35.194817083351765], [128.1096525426059, 35.19478955862938], [128.10961886370333, 35.1902812372242], [128.10412707483863, 35.19030875737594]]",0.0,63.45454545,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19254917990028,128.1068897327286
245,324,POINT (128.2382863869762 35.14673473193123),진성면,"[[128.23552174811664, 35.14449731339308], [128.23556231348155, 35.149005552286724], [128.2410511775334, 35.14897210625245], [128.24101030953156, 35.14446387291585], [128.23552174811664, 35.14449731339308]]",0.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14673473193123,128.2382863869762
246,325,POINT (127.9919109879936 35.25168128949016),명석면,"[[127.98914943083109, 35.249438254827034], [127.98917651367653, 35.25394662326301], [127.99467269753765, 35.25392428069815], [127.99464531043071, 35.249415915969585], [127.98914943083109, 35.249438254827034]]",17.0,1.79245283,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.25168128949016,127.9919109879936
247,329,POINT (128.2774367234333 35.22313338193468),지수면,"[[128.2746683999753, 35.22089693197065], [128.27471124518627, 35.2254050731672], [128.2802051991718, 35.22536978741556], [128.28016205019395, 35.22086165207594], [128.2746683999753, 35.22089693197065]]",6.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22313338193468,128.2774367234333
248,331,POINT (128.1075954486421 35.28722322951483),미천면,"[[128.10482952010466, 35.2849828905863], [128.10486305165347, 35.28949114531913], [128.11036152987376, 35.28946352449799], [128.11032769355393, 35.28495527434629], [128.10482952010466, 35.2849828905863]]",0.0,1.901639344,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28722322951483,128.1075954486421
249,332,POINT (128.2884679179044 35.22757044249487),지수면,"[[128.28569914357513, 35.22533425236152], [128.28574260596747, 35.229842378392085], [128.2912368445512, 35.22980658809674], [128.29119307832877, 35.225298468006514], [128.28569914357513, 35.22533425236152]]",51.0,1.37254902,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22757044249487,128.2884679179044
250,333,POINT (128.068477377637 35.19724408860685),상봉동,"[[128.06571560109424, 35.19500278287122], [128.06574686006627, 35.1995111362965], [128.0712393061864, 35.19948535068421], [128.07120774378265, 35.194977001540565], [128.06571560109424, 35.19500278287122]]",2767.0,56.55555556,905.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19724408860685,128.068477377637
251,334,POINT (127.9313826479321 35.23838670711222),수곡면,"[[127.9286231971803, 35.23614227071656], [127.92864691725737, 35.240650687338], [127.93414225094031, 35.24063110030094], [127.93411822679057, 35.236122686930266], [127.9286231971803, 35.23614227071656]]",8.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.23838670711222,127.9313826479321
252,336,POINT (128.0241625669172 35.13883310501645),내동면,"[[128.0214039883909, 35.13659073895755], [128.02143273674335, 35.14109916912015], [128.02692129699736, 35.14107542767415], [128.02689224607593, 35.13656700145675], [128.0214039883909, 35.13659073895755]]",7.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13883310501645,128.0241625669172
253,337,POINT (127.9748975894968 35.16157896176426),대평면,"[[127.97213957370083, 35.15933547774776], [127.97216562778367, 35.163843924667695], [127.97765575699503, 35.16382240252929], [127.97762939999494, 35.15931395918475], [127.97213957370083, 35.15933547774776]]",6.0,2.740740741,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16157896176426,127.9748975894968
254,338,POINT (128.0687918335269 35.24232743207483),집현면,"[[128.06602850339416, 35.2400861646661], [128.06605983185653, 35.244594484208314], [128.07155531600287, 35.244568655753994], [128.07152368343426, 35.240060340498076], [128.06602850339416, 35.2400861646661]]",52.0,2.517241379,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.24232743207483,128.0687918335269
255,339,POINT (128.1452974835159 35.18784212924854),금산면,"[[128.14253394639434, 35.18560259062932], [128.14256943749942, 35.19011088713609], [128.14806117260486, 35.19008162393567], [128.1480253782257, 35.18557333228849], [128.14253394639434, 35.18560259062932]]",235.0,6.915492958,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18784212924854,128.1452974835159
256,342,POINT (128.1009665009628 35.13396802424415),정촌면,"[[128.09820600767512, 35.13172742353716], [128.0982389845346, 35.13623579809616], [128.1037271457998, 35.136208581269216], [128.10369386645976, 35.13170021123314], [128.09820600767512, 35.13172742353716]]",85.0,4.276923077,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13396802424415,128.1009665009628
257,343,POINT (127.9420796284959 35.1842458930678),수곡면,"[[127.9393217334085, 35.18200166920046], [127.9393459968872, 35.18651011982052], [127.9448376754403, 35.186490073771864], [127.94481310870042, 35.18198162648102], [127.9393217334085, 35.18200166920046]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.1842458930678,127.9420796284959
258,344,POINT (128.0956098480843 35.15202859467456),가좌동,"[[128.0928488826235, 35.149787883204986], [128.0928815860368, 35.15429624869602], [128.09837096522622, 35.15426926245427], [128.09833795906206, 35.149760901446825], [128.0928488826235, 35.149787883204986]]",30.0,24.4516129,17.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15202859467456,128.0956098480843
259,345,POINT (128.0902834672169 35.17459725057299),주약동,"[[128.08752187420075, 35.172356432112025], [128.08755431085612, 35.17686478510637], [128.09304521207994, 35.17683802532898], [128.09301247233572, 35.172329676779334], [128.08752187420075, 35.172356432112025]]",3170.0,48.47058824,747.0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17459725057299,128.0902834672169
