,id,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions
778,1032,명석면,"[[128.05503812251368, 35.24013706457928], [128.0550688427589, 35.244645392569886], [128.0605643407527, 35.24462006314728], [128.06053331639814, 35.240111739360174], [128.05503812251368, 35.24013706457928]]",12.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
777,1030,진성면,"[[128.25215335342105, 35.16242911423116], [128.2521948635443, 35.166937322714176], [128.25768491136213, 35.16690310812645], [128.25764309833914, 35.162394905326835], [128.25215335342105, 35.16242911423116]]",72.0,1.607594937,42.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0
776,1029,초전동,"[[128.10978733302775, 35.21282281033718], [128.10982104934436, 35.21733111478494], [128.11531465185166, 35.21730331794328], [128.11528063184645, 35.21279501811005], [128.10978733302775, 35.21282281033718]]",353.0,10.35897436,34.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0
775,1028,금곡면,"[[128.16431622701822, 35.16294262846823], [128.16435289047945, 35.16745092226615], [128.16984307772208, 35.16742068818277], [128.16980611133036, 35.16291239940709], [128.16431622701822, 35.16294262846823]]",1060.0,4.13253012,159.0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0.0
774,1027,이반성면,"[[128.31789429070767, 35.14847775843039], [128.31793940542593, 35.15298590622065], [128.32342842895522, 35.152948725016365], [128.32338301156443, 35.14844058340331], [128.31789429070767, 35.14847775843039]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
773,1026,수곡면,"[[127.94488682528927, 35.19550695822002], [127.94491140840078, 35.200015395376944], [127.95040399168194, 35.19999509021691], [127.95037910510835, 35.19548665643166], [127.94488682528927, 35.19550695822002]]",14.0,0.932773109,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
772,1025,일반성면,"[[128.25772673367086, 35.17141130752105], [128.2577685652674, 35.17591950351045], [128.26325920979664, 35.17588502870102], [128.2632170751679, 35.17137683843759], [128.25772673367086, 35.17141130752105]]",21.0,3.188679245,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
771,1024,대곡면,"[[128.20352255987683, 35.252890310784835], [128.20356151643787, 35.25739850054105], [128.20905771729545, 35.25736641859513], [128.20901845646887, 35.252858234162], [128.20352255987683, 35.252890310784835]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
770,1021,금곡면,"[[128.19679430212506, 35.10865810133796], [128.19683268073766, 35.113166405148846], [128.20231918711625, 35.113134741542865], [128.20228050639025, 35.10862644299534], [128.19679430212506, 35.10865810133796]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
769,1020,미천면,"[[128.07765893929042, 35.330199841047545], [128.07769101811314, 35.334708084133595], [128.08319258440557, 35.3346816691695], [128.0831602001263, 35.33017343046209], [128.07765893929042, 35.330199841047545]]",18.0,1.901639344,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
768,1018,진성면,"[[128.21945298107954, 35.18967854354996], [128.21949272668115, 35.19418676485804], [128.2249846476843, 35.194154010295534], [128.22494459876722, 35.18964579442649], [128.21945298107954, 35.18967854354996]]",38.0,1.607594937,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
767,1016,금곡면,"[[127.99398984104613, 35.141214147751825], [127.99401708258169, 35.14572259364146], [127.99950597673049, 35.14570009132555], [127.99947843255187, 35.141191649174985], [127.99398984104613, 35.141214147751825]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
766,1015,명석면,"[[127.99456318558985, 35.23589080148131], [127.99459055445814, 35.24039917636099], [128.00008581965918, 35.240376595430774], [128.00005814673332, 35.23586822429869], [127.99456318558985, 35.23589080148131]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
765,1013,지수면,"[[128.26921728168594, 35.22544010961506], [128.26925983257527, 35.22994825321834], [128.27475409991203, 35.229913210954294], [128.27471124518627, 35.2254050731672], [128.26921728168594, 35.22544010961506]]",6.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
764,1012,금곡면,"[[128.17510976492173, 35.14034045209932], [128.17514699288526, 35.144848752789635], [128.1806356496796, 35.14481804664459], [128.18059811912536, 35.140309751056435], [128.17510976492173, 35.14034045209932]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
763,1011,정촌면,"[[128.1090139205743, 35.10913087227366], [128.10904746512742, 35.11363925468552], [128.1145340998286, 35.11361156385124], [128.11450025313385, 35.10910318604239], [128.1090139205743, 35.10913087227366]]",36.0,4.276923077,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
762,1010,명석면,"[[128.02732868799686, 35.204193039538694], [128.02735783584666, 35.20870141500858], [128.03285093623325, 35.208677365142236], [128.03282148480648, 35.20416899366535], [128.02732868799686, 35.204193039538694]]",19.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
761,1009,집현면,"[[128.12080824680376, 35.21727527184422], [128.12084257811853, 35.2217835636285], [128.12633646920065, 35.221755263575375], [128.12630183413322, 35.21724697648889], [128.12080824680376, 35.21727527184422]]",41.0,2.517241379,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
760,1005,금산면,"[[128.17013910455262, 35.20348687612704], [128.17017614489578, 35.207995134334524], [128.17566905331554, 35.207964605863154], [128.1756317094378, 35.20345635272421], [128.17013910455262, 35.20348687612704]]",0.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
779,1033,이반성면,"[[128.3012955071255, 35.13506327329132], [128.30133968437417, 35.13957144959267], [128.30682782992275, 35.13953503244326], [128.3067833501965, 35.135026862193236], [128.3012955071255, 35.13506327329132]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
780,1034,금곡면,"[[128.20259019283597, 35.144692736257255], [128.2026289423383, 35.14920100762577], [128.20811785943476, 35.14916905327416], [128.20807880728387, 35.14466078721486], [128.20259019283597, 35.144692736257255]]",60.0,4.13253012,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
781,1036,금곡면,"[[128.2026289423383, 35.14920100762577], [128.20266770044623, 35.153709275596015], [128.2081569202585, 35.15367731593461], [128.20811785943476, 35.14916905327416], [128.2026289423383, 35.14920100762577]]",17.0,4.13253012,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
792,1049,집현면,"[[128.10436085939602, 35.22186696799743], [128.10439428686476, 35.22637527023502], [128.1098885044426, 35.226347713504076], [128.10985477314878, 35.221839415840634], [128.10436085939602, 35.22186696799743]]",44.0,2.517241379,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
801,1058,정촌면,"[[128.10914814349263, 35.12716438159463], [128.10918171785514, 35.1316727504549], [128.11466956179402, 35.13164504120353], [128.1146356850214, 35.12713667694829], [128.10914814349263, 35.12716438159463]]",46.0,4.276923077,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
800,1057,수곡면,"[[127.93941881966, 35.20003545141543], [127.93944310470049, 35.20454388852467], [127.94493599697192, 35.20452382915553], [127.94491140840078, 35.200015395376944], [127.93941881966, 35.20003545141543]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
799,1056,수곡면,"[[127.917425345665, 35.19560473094336], [127.91744841144845, 35.200113184338136], [127.92294102135382, 35.20009412479371], [127.92291765210246, 35.195585674563766], [127.917425345665, 35.19560473094336]]",6.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
798,1055,진성면,"[[128.24137844845112, 35.18503785044285], [128.2414193982088, 35.189546053150906], [128.24691097992442, 35.18951230809507], [128.24686972692655, 35.18500411099082], [128.24137844845112, 35.18503785044285]]",100.0,1.607594937,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
797,1054,일반성면,"[[128.2796450091034, 35.16676376208535], [128.27968804325945, 35.17127193833065], [128.28517834693258, 35.171236474014115], [128.28513500981995, 35.16672830365946], [128.2796450091034, 35.16676376208535]]",364.0,3.188679245,121.0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0
795,1052,장재동,"[[128.09876761141612, 35.208369330195424], [128.09880071299935, 35.21287764713897], [128.1042940267229, 35.212850353347186], [128.1042606215152, 35.20834204093491], [128.09876761141612, 35.208369330195424]]",35.0,10.35897436,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
794,1051,금곡면,"[[128.15330038445077, 35.158494033224464], [128.15333643403966, 35.16300234033681], [128.1588263345656, 35.162972608778524], [128.15878998210988, 35.158464306605254], [128.15330038445077, 35.158494033224464]]",12.0,4.13253012,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
793,1050,금곡면,"[[128.13120263936332, 35.14057711283514], [128.13123744653657, 35.14508545285574], [128.13672616759132, 35.14505673540932], [128.13669105781315, 35.14054840016044], [128.13120263936332, 35.14057711283514]]",33.0,4.13253012,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
791,1048,내동면,"[[128.0764134051595, 35.15437571531963], [128.0764452073717, 35.15888409062705], [128.08193491097134, 35.158857846077055], [128.0819028059362, 35.15434947512976], [128.0764134051595, 35.15437571531963]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
782,1037,명석면,"[[128.02735783584666, 35.20870141500858], [128.02738699016973, 35.21320978709375], [128.03288039420073, 35.21318573323399], [128.03285093623325, 35.208677365142236], [128.02735783584666, 35.20870141500858]]",34.0,1.79245283,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
790,1047,내동면,"[[128.00488351457412, 35.12764356663182], [128.00491134284908, 35.13215201514187], [128.01039931697662, 35.13212902705677], [128.01037118626286, 35.12762058236717], [128.00488351457412, 35.12764356663182]]",18.0,1.2125,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
789,1046,금곡면,"[[128.18601082390853, 35.131262210395136], [128.18604864025303, 35.13577050763198], [128.19153667520342, 35.135739314693204], [128.19149855640623, 35.131231022639966], [128.18601082390853, 35.131262210395136]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
788,1045,명석면,"[[127.98904115956947, 35.23140474725013], [127.98906821836951, 35.235913129218936], [127.99456318558985, 35.23589080148131], [127.9945358227984, 35.23138242321831], [127.98904115956947, 35.23140474725013]]",15.0,1.79245283,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
787,1043,집현면,"[[128.0988669382213, 35.22189427085325], [128.09890006186328, 35.226402577623574], [128.10439428686476, 35.22637527023502], [128.10436085939602, 35.22186696799743], [128.0988669382213, 35.22189427085325]]",31.0,2.517241379,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
786,1042,집현면,"[[128.060409287849, 35.22207841032656], [128.060440284659, 35.226586747667355], [128.06593455973666, 35.226561185705194], [128.06590325908888, 35.22205285260745], [128.060409287849, 35.22207841032656]]",28.0,2.517241379,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
785,1041,미천면,"[[128.0831602001263, 35.33017343046209], [128.08319258440557, 35.3346816691695], [128.08869414350616, 35.33465500386415], [128.08866145377192, 35.33014676957687], [128.0831602001263, 35.33017343046209]]",0.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
784,1040,집현면,"[[128.05485394422874, 35.213087025489116], [128.05488462357107, 35.217595373806354], [128.0603782979214, 35.217570069597826], [128.0603473148746, 35.21306172548134], [128.05485394422874, 35.213087025489116]]",0.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
783,1039,금곡면,"[[128.16984307772208, 35.16742068818277], [128.16988005232332, 35.17192897356273], [128.1753705343523, 35.17189848562426], [128.1753332567551, 35.167390205308415], [128.16984307772208, 35.16742068818277]]",504.0,4.13253012,216.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
759,1004,이반성면,"[[128.32905466351048, 35.16643568088859], [128.3291004241982, 35.170943802630624], [128.3345906388325, 35.17090609912307], [128.33454457520781, 35.16639798364356], [128.32905466351048, 35.16643568088859]]",0.0,1.630952381,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
758,1003,사봉면,"[[128.2688772145002, 35.18937483808766], [128.26891968986928, 35.19388300895601], [128.27441152840217, 35.19384801320383], [128.27436874973583, 35.18933984814661], [128.2688772145002, 35.18937483808766]]",15.0,1.913793103,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
757,1002,금곡면,"[[128.19725540842956, 35.16275752288146], [128.1972938894462, 35.16726578592595], [128.20278402642234, 35.16723405911523], [128.20274524248634, 35.16272580134095], [128.19725540842956, 35.16275752288146]]",13.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
725,958,명석면,"[[128.0001965728335, 35.25841004611789], [128.0002242765016, 35.26291840032843], [128.00572105685103, 35.26289555096146], [128.00569304878897, 35.258387200542], [128.0001965728335, 35.25841004611789]]",6.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
733,968,이현동,"[[128.05470064966508, 35.19054523310023], [128.05473129496306, 35.195053598351066], [128.06022345146528, 35.19502831514171], [128.06019250279982, 35.190519954089346], [128.05470064966508, 35.19054523310023]]",4484.0,19.77777778,799.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
732,967,정촌면,"[[128.0982389845346, 35.13623579809616], [128.09827196871785, 35.14074416926757], [128.10376043253075, 35.140716947917205], [128.1037271457998, 35.136208581269216], [128.0982389845346, 35.13623579809616]]",13.0,4.276923077,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
731,966,내동면,"[[128.0489662967012, 35.154503185957836], [128.04899658477578, 35.15901158244598], [128.0544863230172, 35.15898658154305], [128.05445573211207, 35.15447818920842], [128.0489662967012, 35.154503185957836]]",37.0,1.2125,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
730,965,지수면,"[[128.26385007803862, 35.23899933466669], [128.2638923532415, 35.24350747381902], [128.2693875419481, 35.24347266357332], [128.26934496270428, 35.238964530197684], [128.26385007803862, 35.23899933466669]]",20.0,1.37254902,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
729,964,금곡면,"[[127.98936626207991, 35.285505107561086], [127.98939339308, 35.290013448922295], [127.99489201346691, 35.2899910766836], [127.99486457766434, 35.285482739033036], [127.98936626207991, 35.285505107561086]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
728,963,수곡면,"[[127.8955435060988, 35.21371230792334], [127.89556537741814, 35.218220760061676], [127.90105922197336, 35.21820268502263], [127.901037046912, 35.21369423588499], [127.8955435060988, 35.21371230792334]]",30.0,0.932773109,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
727,960,집현면,"[[128.09360290150573, 35.25347943202185], [128.0936357723739, 35.25798771954275], [128.09913213342014, 35.257960630044394], [128.099098958251, 35.25345234701828], [128.09360290150573, 35.25347943202185]]",21.0,2.517241379,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
726,959,대곡면,"[[128.22534548840252, 35.23472779997844], [128.22538562634776, 35.23923598181312], [128.23088057529878, 35.239202923387694], [128.23084013336586, 35.234694747039356], [128.22534548840252, 35.23472779997844]]",7.0,2.068181818,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
724,956,수곡면,"[[127.92296439579528, 35.20460257164672], [127.92298777542791, 35.20911101512262], [127.92848098727899, 35.20909170004005], [127.92845730404476, 35.20458325977105], [127.92296439579528, 35.20460257164672]]",8.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
735,971,이반성면,"[[128.3292377672438, 35.184468147374176], [128.32928356859398, 35.188976255460496], [128.33477499564887, 35.188938526896095], [128.33472889109262, 35.18443042507501], [128.3292377672438, 35.184468147374176]]",26.0,1.630952381,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
723,955,지수면,"[[128.23629403247807, 35.230153270476706], [128.23633476935004, 35.23466144470284], [128.24182939628759, 35.234627892970224], [128.24178835549938, 35.2301197243126], [128.23629403247807, 35.230153270476706]]",0.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
722,954,사봉면,"[[128.2854385717897, 35.19828542455964], [128.28548197631596, 35.202793571051636], [128.29097439293054, 35.20275781638861], [128.29093068497863, 35.19824967583309], [128.2854385717897, 35.19828542455964]]",14.0,1.913793103,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
721,953,수곡면,"[[127.91767935121631, 35.245197532542555], [127.91770247341134, 35.2497059487845], [127.9231984259152, 35.24968685440411], [127.92317499951008, 35.2451784413308], [127.91767935121631, 35.245197532542555]]",10.0,0.932773109,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
720,952,명석면,"[[128.02189357966404, 35.21323359172099], [128.0219224367486, 35.217741964373765], [128.0274161509676, 35.217718155794046], [128.02738699016973, 35.21320978709375], [128.02189357966404, 35.21323359172099]]",26.0,1.79245283,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
719,951,금산면,"[[128.13183035259098, 35.22172671422572], [128.1318652991686, 35.226234993178764], [128.1373594786164, 35.22620618975264], [128.13732422822207, 35.221697915580656], [128.13183035259098, 35.22172671422572]]",59.0,6.915492958,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
718,950,금곡면,"[[128.1748865706609, 35.11329057666807], [128.17492374905632, 35.1177988977258], [128.1804105913136, 35.11776822218533], [128.1803731107303, 35.11325990622644], [128.1748865706609, 35.11329057666807]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
717,949,사봉면,"[[128.24699351340627, 35.198528692089035], [128.24703479389424, 35.20303687897838], [128.25252727656715, 35.20300286800367], [128.25248569263894, 35.198494686761315], [128.24699351340627, 35.198528692089035]]",14.0,1.913793103,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
716,948,일반성면,"[[128.27942998160262, 35.14422282975007], [128.27947296800588, 35.148731023030976], [128.28496175756842, 35.148695588161246], [128.28491846854467, 35.14418740076778], [128.27942998160262, 35.14422282975007]]",34.0,3.188679245,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
734,969,진성면,"[[128.23019428225638, 35.16256346253071], [128.23023458076057, 35.167071693334165], [128.23572466504885, 35.16703847384149], [128.23568406363688, 35.162530248556166], [128.23019428225638, 35.16256346253071]]",11.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
736,972,정촌면,"[[128.14203789755294, 35.122486083275795], [128.14207327849337, 35.126994427277836], [128.14756077388338, 35.1269652320639], [128.14752509061017, 35.12245689291411], [128.14203789755294, 35.122486083275795]]",31.0,4.276923077,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
756,1001,대곡면,"[[128.1816898959035, 35.27104894370133], [128.18172766891865, 35.27555714073186], [128.1872251217443, 35.27552603660183], [128.18718704418566, 35.27101784473098], [128.1816898959035, 35.27104894370133]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
747,987,금곡면,"[[128.16910530730377, 35.07725426774957], [128.16914211805675, 35.081762621006064], [128.17462655293073, 35.08173223424617], [128.17458944052433, 35.077223886042844], [128.16910530730377, 35.07725426774957]]",35.0,1.632183908,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
755,999,일반성면,"[[128.2574759390638, 35.1443620600822], [128.25751771496422, 35.14887027649989], [128.263006542309, 35.148835836036945], [128.26296446377972, 35.14432762534151], [128.2574759390638, 35.1443620600822]]",64.0,3.188679245,42.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
754,998,판문동,"[[128.0218070468484, 35.19970845345672], [128.02183588471533, 35.20421683626229], [128.02732868799686, 35.204193039538694], [128.0272995466189, 35.19968466068432], [128.0218070468484, 35.19970845345672]]",0.0,15.02857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
753,996,이현동,"[[128.06016156100608, 35.186011589650384], [128.06019250279982, 35.190519954089346], [128.06568434906285, 35.19049442605868], [128.0656531039705, 35.18598606585906], [128.06016156100608, 35.186011589650384]]",1198.0,19.77777778,354.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
752,995,사봉면,"[[128.29088698673098, 35.19374153186736], [128.29093068497863, 35.19824967583309], [128.2964227884633, 35.19821367805517], [128.29637878685952, 35.1937055400666], [128.29088698673098, 35.19374153186736]]",33.0,1.913793103,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
751,994,초전동,"[[128.1151786171454, 35.19927009825687], [128.11521261449502, 35.20377840826664], [128.12070529858863, 35.20375037613374], [128.12067099775433, 35.199242070778354], [128.1151786171454, 35.19927009825687]]",211.0,10.35897436,42.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0
750,992,판문동,"[[128.0382250497041, 35.190619576004075], [128.03825478489074, 35.19512795360216], [128.04374696160843, 35.195103417582274], [128.04371692304986, 35.190595044058576], [128.0382250497041, 35.190619576004075]]",0.0,15.02857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
749,989,내동면,"[[128.02134651083452, 35.12757386848893], [128.02137524642174, 35.13208230541376], [128.026863201605, 35.132058571857705], [128.02683416358315, 35.12755013887722], [128.02134651083452, 35.12757386848893]]",7.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
748,988,판문동,"[[128.0327037444777, 35.18613547391028], [128.032733169756, 35.19064385892579], [128.0382250497041, 35.190619576004075], [128.03819532111973, 35.18611119502116], [128.0327037444777, 35.18613547391028]]",200.0,15.02857143,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
746,986,수곡면,"[[127.89004996042932, 35.2137301307092], [127.89007152800555, 35.21823858580684], [127.89556537741814, 35.218220760061676], [127.8955435060988, 35.21371230792334], [127.89004996042932, 35.2137301307092]]",25.0,0.932773109,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
737,973,이반성면,"[[128.32329220703218, 35.13942428994155], [128.32333760425746, 35.1439324383783], [128.32882601242727, 35.14389502098096], [128.32878031266603, 35.13938687876136], [128.32329220703218, 35.13942428994155]]",26.0,1.630952381,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
745,984,유곡동,"[[128.05479260597818, 35.20407031869353], [128.05482327169827, 35.20857867378478], [128.0603163387071, 35.208553377977296], [128.06028536941741, 35.20404502708588], [128.05479260597818, 35.20407031869353]]",80.0,19.77777778,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
744,983,명석면,"[[127.98925779830618, 35.26747170826807], [127.9892849052183, 35.271980063168165], [127.9947823068013, 35.27195770576962], [127.99475489535733, 35.26744935457855], [127.98925779830618, 35.26747170826807]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
743,982,내동면,"[[128.08183861724993, 35.14533272307456], [128.08187070802958, 35.14984110079553], [128.08735979892364, 35.14981461632158], [128.08732740545707, 35.14530624300108], [128.08183861724993, 35.14533272307456]]",17.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
742,979,금산면,"[[128.1317604827117, 35.212710146136956], [128.1317954137726, 35.217218431878386], [128.13728898565444, 35.21718963801387], [128.13725375091175, 35.21268135705245], [128.1317604827117, 35.212710146136956]]",188.0,6.915492958,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
741,978,초전동,"[[128.1261287741133, 35.19470549015658], [128.12616337074732, 35.199213794209044], [128.13165573605704, 35.19918526855003], [128.1316208360091, 35.194676969234166], [128.1261287741133, 35.19470549015658]]",0.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
740,977,금산면,"[[128.1373594786164, 35.22620618975264], [128.1373947368391, 35.23071446052963], [128.14288921234095, 35.230685402944886], [128.1428536502358, 35.22617713699088], [128.1373594786164, 35.22620618975264]]",134.0,6.915492958,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
739,975,이반성면,"[[128.33440644568836, 35.15287361672113], [128.334452478638, 35.15738174244239], [128.33994177444043, 35.15734380905265], [128.33989543875776, 35.15283568963318], [128.33440644568836, 35.15287361672113]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
738,974,일반성면,"[[128.2793440374267, 35.13520643296889], [128.2793870047436, 35.13971463306265], [128.28487518913235, 35.13967920996716], [128.28483191932932, 35.13517101575956], [128.2793440374267, 35.13520643296889]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
802,1060,대곡면,"[[128.14877873187274, 35.2802467437758], [128.14881469355595, 35.284754964097765], [128.1543128050096, 35.28472534885188], [128.15427653863676, 35.28021713344206], [128.14877873187274, 35.2802467437758]]",19.0,2.068181818,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
803,1061,정촌면,"[[128.09278349757957, 35.14077114206006], [128.09281618647165, 35.14527951432627], [128.09830496022644, 35.14525253705118], [128.09827196871785, 35.14074416926757], [128.09278349757957, 35.14077114206006]]",57.0,4.276923077,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
804,1062,지수면,"[[128.2527769741383, 35.230051883925576], [128.25281862275287, 35.23456004132202], [128.25831322214563, 35.23452574140914], [128.25827126962093, 35.23001758970536], [128.2527769741383, 35.230051883925576]]",41.0,1.37254902,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
859,1136,가좌동,"[[128.10931608988605, 35.14970619201005], [128.10934970154722, 35.154214543926415], [128.11483905854433, 35.15418681164246], [128.1148051441371, 35.14967846433361], [128.10931608988605, 35.14970619201005]]",3442.0,24.4516129,175.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
867,1147,이현동,"[[128.04929983573007, 35.2040953611563], [128.04933019787904, 35.208603720406], [128.05482327169827, 35.20857867378478], [128.05479260597818, 35.20407031869353], [128.04929983573007, 35.2040953611563]]",0.0,19.77777778,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
866,1145,내동면,"[[128.01594417010458, 35.14112266199417], [128.0159726222042, 35.14563109267966], [128.02146149148052, 35.14560759590133], [128.02143273674335, 35.14109916912015], [128.01594417010458, 35.14112266199417]]",30.0,1.2125,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
865,1144,가좌동,"[[128.09281618647165, 35.14527951432627], [128.0928488826235, 35.149787883204986], [128.09833795906206, 35.149760901446825], [128.09830496022644, 35.14525253705118], [128.09281618647165, 35.14527951432627]]",72.0,24.4516129,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
