,id,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions
864,1143,신안동,"[[128.06009969802767, 35.176994850613404], [128.06013062608253, 35.181503221825004], [128.06562186581573, 35.181477702272595], [128.0655906345969, 35.17696933529944], [128.06009969802767, 35.176994850613404]]",3078.0,58.3,734.0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0
863,1142,금산면,"[[128.13728898565444, 35.21718963801387], [128.13732422822207, 35.221697915580656], [128.1428180960265, 35.22166886764134], [128.14278254971134, 35.217160594896455], [128.13728898565444, 35.21718963801387]]",128.0,6.915492958,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
862,1140,초전동,"[[128.1207396070405, 35.20825867809666], [128.12077392311164, 35.21276697666687], [128.12626720675587, 35.212738686008805], [128.1262325870669, 35.208230392135356], [128.1207396070405, 35.20825867809666]]",39.0,10.35897436,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
861,1138,초전동,"[[128.12077392311164, 35.21276697666687], [128.12080824680376, 35.21727527184422], [128.12630183413322, 35.21724697648889], [128.12626720675587, 35.212738686008805], [128.12077392311164, 35.21276697666687]]",17.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
860,1137,금곡면,"[[128.22987221616717, 35.126497493655734], [128.2299124431466, 35.13100575166787], [128.2354001060547, 35.13097257630347], [128.23535957670504, 35.126464323804676], [128.22987221616717, 35.126497493655734]]",6.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
858,1135,금곡면,"[[128.1364805627927, 35.11349831745631], [128.13651562582274, 35.11800667305017], [128.14200252446844, 35.117977735882704], [128.1419671592381, 35.11346938509875], [128.1364805627927, 35.11349831745631]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
869,1149,내동면,"[[128.04338693877918, 35.14100271191369], [128.0434169040524, 35.14551112266456], [128.04890574072598, 35.14548638282928], [128.04887547282237, 35.14097797618927], [128.04338693877918, 35.14100271191369]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
857,1134,수곡면,"[[127.92836262368232, 35.18654946492228], [127.92838628588908, 35.191057918700025], [127.93387827848305, 35.1910383674018], [127.93385431294541, 35.18652991687093], [127.92836262368232, 35.18654946492228]]",27.0,0.932773109,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
856,1133,명석면,"[[128.02747449199325, 35.226734883039185], [128.0275036722239, 35.23124324158366], [128.03299829150686, 35.23121917174589], [128.03296880736204, 35.22671081719657], [128.02747449199325, 35.226734883039185]]",24.0,1.79245283,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
855,1132,내동면,"[[128.0049391773045, 35.13666046027216], [128.00496701794165, 35.1411689020225], [128.0104555971483, 35.14114590629525], [128.01042745393795, 35.13663746836619], [128.0049391773045, 35.13666046027216]]",19.0,1.2125,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
854,1131,명석면,"[[127.99483714795348, 35.28097439799704], [127.99486457766434, 35.285482739033036], [128.00036288715714, 35.28546012060429], [128.0003351527128, 35.28095178332], [127.99483714795348, 35.28097439799704]]",41.0,1.79245283,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
853,1130,대곡면,"[[128.1597743373487, 35.28018727327924], [128.15981090840938, 35.284695483735455], [128.16530900368758, 35.28466536874969], [128.16527212794085, 35.2801571632885], [128.1597743373487, 35.28018727327924]]",14.0,2.068181818,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
852,1128,명석면,"[[127.99472748999963, 35.2629410000028], [127.99475489535733, 35.26744935457855], [128.00025198632218, 35.267426751154105], [128.0002242765016, 35.26291840032843], [127.99472748999963, 35.2629410000028]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
851,1127,명석면,"[[128.04422848682205, 35.267236933411866], [128.04425863899047, 35.27174524935714], [128.04975597665418, 35.2717203942368], [128.049725519968, 35.2672120824149], [128.04422848682205, 35.267236933411866]]",22.0,1.79245283,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
850,1126,미천면,"[[128.10479599600083, 35.28047463245902], [128.10482952010466, 35.2849828905863], [128.11032769355393, 35.28495527434629], [128.11029386474678, 35.28044702079963], [128.10479599600083, 35.28047463245902]]",10.0,1.901639344,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
868,1148,상대동,"[[128.1205338705595, 35.18120881543574], [128.12056814094024, 35.185717134359166], [128.1260596038884, 35.185688871874014], [128.12602503029407, 35.181180557644296], [128.1205338705595, 35.18120881543574]]",970.0,56.0,261.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
870,1150,미천면,"[[128.13221519207963, 35.271317595980996], [128.13225022412203, 35.27582583758415], [128.13774775000937, 35.27579698153204], [128.13771241340737, 35.271288744715655], [128.13221519207963, 35.271317595980996]]",17.0,1.901639344,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
848,1124,내동면,"[[128.06546577905115, 35.15893583354389], [128.06549698254125, 35.16344421406185], [128.07098700309257, 35.163418462689684], [128.07095549670925, 35.158910086449666], [128.06546577905115, 35.15893583354389]]",1555.0,1.2125,217.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0
881,1172,금곡면,"[[128.16435289047945, 35.16745092226615], [128.164389562083, 35.17195921266893], [128.16988005232332, 35.17192897356273], [128.16984307772208, 35.16742068818277], [128.16435289047945, 35.16745092226615]]",997.0,4.13253012,399.0,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0.0
1062,1423,내동면,"[[128.08735979892364, 35.14981461632158], [128.08739219958437, 35.15432298625486], [128.0928815860368, 35.15429624869602], [128.0928488826235, 35.149787883204986], [128.08735979892364, 35.14981461632158]]",164.0,1.2125,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
888,1182,대곡면,"[[128.16512470680982, 35.26212430744585], [128.1651615498178, 35.26663252650582], [128.1706584185756, 35.266602181794525], [128.17062127115386, 35.262093967768834], [128.16512470680982, 35.26212430744585]]",355.0,2.068181818,136.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
887,1181,금산면,"[[128.13172555940665, 35.208201857001626], [128.1317604827117, 35.212710146136956], [128.13725375091175, 35.21268135705245], [128.1372185239923, 35.20817307269663], [128.13172555940665, 35.208201857001626]]",38.0,6.915492958,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
886,1180,이현동,"[[128.04377700683813, 35.19961178772054], [128.04380705874047, 35.204120154473166], [128.04929983573007, 35.2040953611563], [128.04926948032255, 35.1995869985203], [128.04377700683813, 35.19961178772054]]",67.0,19.77777778,25.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
885,1179,대곡면,"[[128.16010376942225, 35.32076104498213], [128.16014041364178, 35.32526922483469], [128.16564125414067, 35.3252390648691], [128.16560430462567, 35.32073089001646], [128.16010376942225, 35.32076104498213]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0
884,1176,금곡면,"[[128.1749609357085, 35.122307215389455], [128.17499813061937, 35.12681552965882], [128.18048557745374, 35.12678484391905], [128.1804480802208, 35.12227653474961], [128.1749609357085, 35.122307215389455]]",25.0,1.632183908,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
883,1175,일반성면,"[[128.29079961933988, 35.18472523370613], [128.29084329818545, 35.189233384491644], [128.2963347950252, 35.18919739866741], [128.29629081295812, 35.18468925385777], [128.29079961933988, 35.18472523370613]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
882,1173,수곡면,"[[127.92301116025291, 35.213619455221206], [127.9230345502714, 35.21812789194229], [127.92852836952795, 35.21810857044487], [127.92850467577301, 35.21360013693138], [127.92301116025291, 35.213619455221206]]",39.0,0.932773109,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
880,1168,진성면,"[[128.24682848308797, 35.18049591048202], [128.24686972692655, 35.18500411099082], [128.25236099624263, 35.184970122600376], [128.2523194492332, 35.180461927736104], [128.24682848308797, 35.18049591048202]]",30.0,1.607594937,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
871,1152,대곡면,"[[128.17047276392609, 35.24406107767042], [128.1705098783678, 35.24856930529399], [128.17600552163367, 35.24853873118099], [128.17596810305022, 35.24403050863093], [128.17047276392609, 35.24406107767042]]",55.0,2.068181818,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
879,1167,미천면,"[[128.10486305165347, 35.28949114531913], [128.1048965906489, 35.29399939665733], [128.11039537370792, 35.29397177125458], [128.11036152987376, 35.28946352449799], [128.10486305165347, 35.28949114531913]]",35.0,1.901639344,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
878,1166,진성면,"[[128.24670480650798, 35.166971288530156], [128.2467460228807, 35.17147949925149], [128.25223638288605, 35.17144552779281], [128.2521948635443, 35.166937322714176], [128.24670480650798, 35.166971288530156]]",27.0,1.607594937,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
877,1161,정촌면,"[[128.09827196871785, 35.14074416926757], [128.09830496022644, 35.14525253705118], [128.10379372665426, 35.145225311176915], [128.10376043253075, 35.140716947917205], [128.09827196871785, 35.14074416926757]]",192.0,4.276923077,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
876,1160,일반성면,"[[128.29066864098158, 35.17120076089282], [128.2907122907401, 35.175708921906526], [128.29620287811727, 35.17567295400795], [128.29615892533914, 35.17116479896817], [128.29066864098158, 35.17120076089282]]",7.0,3.188679245,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
875,1158,집현면,"[[128.09890006186328, 35.226402577623574], [128.09893319286135, 35.23091088100245], [128.10442772175705, 35.23088356908064], [128.10439428686476, 35.22637527023502], [128.09890006186328, 35.226402577623574]]",104.0,2.517241379,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
874,1157,사봉면,"[[128.2305976702611, 35.20764561745294], [128.23063805834886, 35.21215381422784], [128.23613117541652, 35.21212053952093], [128.23609048374774, 35.20761234827017], [128.2305976702611, 35.20764561745294]]",0.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
873,1156,금곡면,"[[128.21881825028768, 35.11754654011362], [128.21885785492776, 35.122054815826445], [128.2243449309549, 35.12202214821762], [128.22430502407494, 35.11751387793441], [128.21881825028768, 35.11754654011362]]",22.0,1.632183908,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
872,1154,명석면,"[[127.9948097243329, 35.27646605357585], [127.99483714795348, 35.28097439799704], [128.0003351527128, 35.28095178332], [128.00030742442644, 35.27644344265008], [127.9948097243329, 35.27646605357585]]",136.0,1.79245283,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
849,1125,인사동,"[[128.0711446399974, 35.18596029309031], [128.07117618838683, 35.19046864900921], [128.07666802070437, 35.19044262294197], [128.07663616901945, 35.18593427134515], [128.0711446399974, 35.18596029309031]]",1823.0,55.16666667,527.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0
847,1123,미천면,"[[128.13232031154803, 35.284842310600496], [128.1323553669351, 35.289350542013274], [128.13785380690712, 35.289321671597676], [128.1378184467575, 35.28481344497324], [128.13232031154803, 35.284842310600496]]",6.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
805,1064,옥봉동,"[[128.09317624378286, 35.1948713856372], [128.09320901989815, 35.19937971724067], [128.09870143029693, 35.19935268613644], [128.09866835075778, 35.19484435902142], [128.09317624378286, 35.1948713856372]]",972.0,54.75,381.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
815,1078,호탄동,"[[128.11490690995615, 35.163203496090404], [128.11494084696406, 35.167711833229106], [128.12043110506582, 35.1676838383171], [128.1203968651118, 35.16317550582875], [128.11490690995615, 35.163203496090404]]",985.0,24.4516129,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
823,1092,지수면,"[[128.2638923532415, 35.24350747381902], [128.26393463783256, 35.24801560956238], [128.26943013064763, 35.247980793539355], [128.2693875419481, 35.24347266357332], [128.2638923532415, 35.24350747381902]]",0.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
822,1091,금곡면,"[[128.21901636146274, 35.140087884687524], [128.21905601009985, 35.14459614340424], [128.2245445983336, 35.1445634486386], [128.22450464712082, 35.14005519535441], [128.21901636146274, 35.140087884687524]]",46.0,4.13253012,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
821,1090,일반성면,"[[128.29615892533914, 35.17116479896817], [128.29620287811727, 35.17567295400795], [128.3016934557336, 35.17563673726613], [128.30164919993805, 35.17112858824161], [128.29615892533914, 35.17116479896817]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
820,1086,금곡면,"[[128.11450025313385, 35.10910318604239], [128.1145340998286, 35.11361156385124], [128.12002072701284, 35.11358362471006], [128.1199865781781, 35.10907525154551], [128.11450025313385, 35.10910318604239]]",11.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
819,1085,강남동,"[[128.08755431085612, 35.17686478510637], [128.0875867547152, 35.181373134712324], [128.09307795909518, 35.181346370489806], [128.09304521207994, 35.17683802532898], [128.08755431085612, 35.17686478510637]]",2158.0,48.47058824,552.0,2,1,13,2,1,0,0,0,0,0,0,0,0,0,0.0
818,1084,명석면,"[[128.0441983413484, 35.26272861407811], [128.04422848682205, 35.267236933411866], [128.049725519968, 35.2672120824149], [128.0496950700442, 35.26270376720405], [128.0441983413484, 35.26272861407811]]",9.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
817,1083,수곡면,"[[127.92294102135382, 35.20009412479371], [127.92296439579528, 35.20460257164672], [127.92845730404476, 35.20458325977105], [127.92843362606914, 35.20007481612459], [127.92294102135382, 35.20009412479371]]",28.0,0.932773109,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
816,1079,금산면,"[[128.1866928045773, 35.212411040914795], [128.18673077237676, 35.21691927699419], [128.19222426297475, 35.21688799065401], [128.19218599151142, 35.212379759768375], [128.1866928045773, 35.212411040914795]]",0.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
814,1076,금곡면,"[[128.185746344497, 35.09970403466632], [128.18578410210446, 35.104212355669496], [128.19127002129542, 35.104181199004294], [128.19123196170497, 35.0996728831808], [128.185746344497, 35.09970403466632]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
825,1095,일반성면,"[[128.27419773002944, 35.171307153841], [128.2742404707164, 35.17581533252853], [128.2797310869724, 35.175780111168216], [128.27968804325945, 35.17127193833065], [128.27419773002944, 35.171307153841]]",262.0,3.188679245,113.0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0
813,1075,대곡면,"[[128.15999388557225, 35.307236485018144], [128.16003050538927, 35.31174467507366], [128.16553043020505, 35.31171453010624], [128.16549350529579, 35.30720634504903], [128.15999388557225, 35.307236485018144]]",18.0,2.068181818,15.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
812,1074,이반성면,"[[128.3510142486674, 35.16628339941254], [128.35106122108934, 35.170791495856605], [128.35655139440206, 35.170752797191554], [128.3565041190523, 35.16624470717529], [128.3510142486674, 35.16628339941254]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
811,1072,금곡면,"[[128.20784467639947, 35.11761111949456], [128.2078836765539, 35.12211940594275], [128.213370770105, 35.122087235068584], [128.21333146770684, 35.117578953967445], [128.20784467639947, 35.11761111949456]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
810,1071,평거동,"[[128.05457813650168, 35.172511738237354], [128.05460875459124, 35.17702011703162], [128.06009969802767, 35.176994850613404], [128.06006877683996, 35.172486476015784], [128.05457813650168, 35.172511738237354]]",2107.0,58.3,312.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
809,1068,사봉면,"[[128.25244411794347, 35.19398650211318], [128.25248569263894, 35.198494686761315], [128.25797786263888, 35.198460432372464], [128.25793598457258, 35.19395225341205], [128.25244411794347, 35.19398650211318]]",25.0,1.913793103,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
808,1067,금곡면,"[[128.164389562083, 35.17195921266893], [128.16442624183063, 35.17646749967638], [128.169917035136, 35.17643725554683], [128.16988005232332, 35.17192897356273], [128.164389562083, 35.17195921266893]]",86.0,4.13253012,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
807,1066,미천면,"[[128.110429225058, 35.29848001461585], [128.11046308392574, 35.302988254581585], [128.11596246934587, 35.30296036996862], [128.11592830550572, 35.29845213462694], [128.110429225058, 35.29848001461585]]",41.0,1.901639344,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
806,1065,집현면,"[[128.0662793259887, 35.2761526260911], [128.06631071015397, 35.280660918513085], [128.0718086295827, 35.280635055751574], [128.0717769407705, 35.276126767619616], [128.0662793259887, 35.2761526260911]]",13.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
824,1093,수곡면,"[[127.92305794548454, 35.22263632528569], [127.92308134589346, 35.22714475525122], [127.9285757728253, 35.22712542733754], [127.92855206854497, 35.222617000580314], [127.92305794548454, 35.22263632528569]]",32.0,0.932773109,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
826,1096,미천면,"[[128.12128957963805, 35.28039104796719], [128.12132401784692, 35.28489929222829], [128.12682216855526, 35.28487092635256], [128.1267874256481, 35.28036268679639], [128.12128957963805, 35.28039104796719]]",8.0,1.901639344,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
846,1121,정촌면,"[[128.10918171785514, 35.1316727504549], [128.10921529967408, 35.136181115926746], [128.11470344609023, 35.136153402069866], [128.11466956179402, 35.13164504120353], [128.10918171785514, 35.1316727504549]]",32.0,4.276923077,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
837,1109,집현면,"[[128.1153486794121, 35.22181161438396], [128.1153827145294, 35.22631990743188], [128.12087691705761, 35.226291852019514], [128.12084257811853, 35.2217835636285], [128.1153486794121, 35.22181161438396]]",121.0,2.517241379,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
845,1120,수곡면,"[[127.92852836952795, 35.21810857044487], [127.92855206854497, 35.222617000580314], [127.93404618634216, 35.22259742654414], [127.93402218352239, 35.218088999658036], [127.92852836952795, 35.21810857044487]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
844,1118,대곡면,"[[128.14306714136575, 35.253226681775345], [128.14310275088278, 35.25773492735216], [128.14859904318863, 35.257705591194316], [128.14856312938588, 35.25319735048502], [128.14306714136575, 35.253226681775345]]",143.0,2.068181818,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
843,1117,대평면,"[[127.98863599778957, 35.16377861189604], [127.98866296660839, 35.168287044585945], [127.99415338103763, 35.168264772393066], [127.99412610923824, 35.16375634340294], [127.98863599778957, 35.16377861189604]]",18.0,2.740740741,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
842,1115,금곡면,"[[128.16973220316848, 35.15389581166951], [128.16976915314646, 35.15840410723594], [128.1752587263894, 35.15837363448824], [128.17522147361726, 35.15386534398428], [128.16973220316848, 35.15389581166951]]",19.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
841,1114,집현면,"[[128.0881394040277, 35.25801455940676], [128.08817197782568, 35.262522847989196], [128.093668650542, 35.26249600367133], [128.0936357723739, 35.25798771954275], [128.0881394040277, 35.25801455940676]]",49.0,2.517241379,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
840,1113,금산면,"[[128.1480253782257, 35.18557333228849], [128.14806117260486, 35.19008162393567], [128.15355289976102, 35.19005211173286], [128.15351680210955, 35.18554382498663], [128.1480253782257, 35.18557333228849]]",7.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
